age,sex,f_name,last name,commune,insee code,city type,department,reg,catégorie,revenue,cible
40,Male,GAËTAN,BERNADOU,Saint-Denis,93066,Sous-préfecture,93,11,4,4590,failure
85,Female,ANNIC,GEHANT,Villiers-sur-Marne,94079,Chef-lieu canton,94,11,13,NA,failure
28,Female,MARIE-NOËLLE,BENSOUSSAN,Châtenay-Malabry,92019,Chef-lieu canton,92,11,6,1200,success
85,Female,MARIE,LE GOFF,Grépiac,31233,Commune simple,31,76,13,NA,failure
24,Female,YASMINA,DELAFOSSE,Paillencourt,59455,Commune simple,59,32,12,NA,failure
28,Male,ERIC,VINCENT,Saint-Denis,93066,Sous-préfecture,93,11,3,2220,success
70,Female,CHRISTIANE,CARD,Jasseines,10175,Commune simple,10,44,13,NA,failure
33,Male,JULIEN,VILLARD,Saint-Gilles,50483,Commune simple,50,28,5,1160,success
38,Female,JACQUELINE,CARPENTIER,Lyon 5e  Arrondissement,69385,Préfecture de région,69,84,5,1450,success
33,Male,MIKAEL,MATIGNON,Varces-Allières-et-Risset,38524,Commune simple,38,84,4,2270,failure
42,Male,NICOLAS,RAMON,Crépy-en-Valois,60176,Chef-lieu canton,60,32,7,2520,success
19,Female,LISA,COTTIN,Combs-la-Ville,77122,Chef-lieu canton,77,11,10,NA,failure
55,Female,NATHALIE,SOENEN,Romans-sur-Isère,26281,Chef-lieu canton,26,84,4,1620,success
57,Female,DENISE,DUBOIS,Lasserre,31277,Commune simple,31,76,12,NA,success
91,Male,JULIEN,MOISAND,Dijon,21231,Préfecture de région,21,27,13,NA,failure
44,Male,CEDRIC,BRUNELIN,Tulle,19272,Préfecture,19,75,3,3850,success
17,Male,MAX,BOUILLE,Verneuil-sur-Avre,27679,Chef-lieu canton,27,28,10,NA,failure
37,Female,AURÉLIE,BOURDEL,Pommiers,69156,Commune simple,69,84,12,NA,success
68,Male,GILBERT,LOCATELLI,Saint-Barthélemy-de-Bussière,24381,Commune simple,24,75,13,NA,failure
56,Male,MICHEL,SERRE,Sucy-en-Brie,94071,Chef-lieu canton,94,11,3,1310,success
62,Male,JEAN-LOUIS,TARDIVEAU,Saint-Gilles-Croix-de-Vie,85222,Chef-lieu canton,85,52,2,4190,success
58,Female,MARIE-HÉLÈNE,MARQUET,Le Havre,76351,Sous-préfecture,76,28,12,NA,success
64,Female,JOCELYNE,CHETRIT,La Terrasse-sur-Dorlay,42308,Commune simple,42,84,13,NA,failure
33,Male,GUILLAUME,ROGE,Écorpain,72125,Commune simple,72,52,4,1250,failure
87,Female,MARIE,ALBERTINI,Lille,59350,Préfecture de région,59,32,13,NA,failure
62,Female,MURIELLE,MIREMONT,Bonneuil-sur-Marne,94011,Chef-lieu canton,94,11,13,NA,success
67,Female,ANNIE,SCOFFONI,Narrosse,40202,Commune simple,40,75,13,NA,failure
59,Female,SOPHIE,RONDIER,La Celle-en-Morvan,71509,Commune simple,71,27,8,1280,failure
52,Male,GILLES,LOMONT,Comines,59152,Commune simple,59,32,12,NA,success
59,Female,MANUELA,BANIDE,Montpellier,34172,Préfecture de région,34,76,12,NA,success
37,Female,KELLY,MIGNOT,Villefranche-de-Rouergue,12300,Sous-préfecture,12,76,8,2960,success
24,Female,CAMILLE,CANE,Barentin,76057,Commune simple,76,28,12,NA,failure
42,Female,CÉLINE,GUEYDAN,Castelmaurou,31117,Commune simple,31,76,3,1430,success
16,Male,ROMAIN,DESPREZ,Saint-Brevin-les-Pins,44154,Commune simple,44,52,10,NA,failure
32,Male,MAXIMILIEN,GUEGAN,Marsanne,26176,Chef-lieu canton,26,84,2,3500,failure
27,Male,KEVIN,PERRILLAT-BOITEUX,Paris 7e  Arrondissement,75107,Capitale d'état,75,11,6,1440,failure
39,Female,ANGELIQUE,MACIA,Marennes,17219,Chef-lieu canton,17,75,6,1350,success
70,Male,JEAN,TRUC,Ozoir-la-Ferrière,77350,Commune simple,77,11,13,NA,failure
57,Female,AGNÈS,TESSON,Nogent-sur-Marne,94052,Sous-préfecture,94,11,11,NA,success
19,Female,JADE,VIALE,Pont-de-Buis-lès-Quimerch,29302,Commune simple,29,53,10,NA,failure
64,Female,ESTELLE,FONTAYNE,Vignacourt,80793,Commune simple,80,32,13,NA,success
89,Female,NICOLE,AKKI,Lambersart,59328,Commune simple,59,32,13,NA,failure
52,Male,LOÏC,BARBAS,Saint-Germain-de-Pasquier,27545,Commune simple,27,28,12,NA,success
24,Female,ROSE-MARIE,MOZZONE,Chilly-Mazarin,91161,Chef-lieu canton,91,11,12,NA,failure
44,Female,LENAIC,LION,Bruz,35047,Chef-lieu canton,35,53,5,1540,success
19,Male,MICKAEL,CHERON,Marseille 3e  Arrondissement,13203,Préfecture de région,13,93,10,NA,failure
52,Female,LYSIANE,MATHE,Méry-sur-Oise,95394,Commune simple,95,11,12,NA,success
43,Female,MARIE-CLAIRE,ALNET,Pau,64445,Préfecture,64,75,6,1310,success
47,Female,SANDRINE,FERT,Bagnols-sur-Cèze,30028,Chef-lieu canton,30,76,4,1980,success
56,Female,MICHÈLE,THEVENOT,Pleurtuit,35228,Commune simple,35,53,5,1410,success
67,Male,JACKY,WATTEL,Saint-Martin-de-Jussac,87164,Commune simple,87,75,13,NA,failure
15,Male,BASTIAN,RAOUX,Saint-Cloud,92064,Chef-lieu canton,92,11,10,NA,failure
74,Male,CLAUDE,DEMANGE,Romans-sur-Isère,26281,Chef-lieu canton,26,84,13,NA,failure
58,Male,PIERRE,CHEVALLAZ,Courcouronnes,91182,Commune simple,91,11,12,NA,success
24,Male,ALEXANDRE,ABADIE,Le Perreux-sur-Marne,94058,Chef-lieu canton,94,11,6,4630,failure
60,Female,AGNÈS,PRAT,Moissy-Cramayel,77296,Commune simple,77,11,12,NA,success
19,Female,CHARLOTTE,MEITE,Le Rouget-Pers,15268,Commune simple,15,84,10,NA,failure
25,Female,EMMANUELLE,PICART,Rimeize,48128,Commune simple,48,76,6,1560,failure
87,Female,ANDRÉE,PAYET,Montpellier,34172,Préfecture de région,34,76,13,NA,failure
67,Male,SERGE,JEANNIN,Bobigny,93008,Préfecture,93,11,13,NA,failure
40,Female,VALÉRIE,MASSE,Paris 13e  Arrondissement,75113,Capitale d'état,75,11,11,NA,success
34,Female,CONSUELO,MONGE,Niort,79191,Préfecture,79,75,3,3320,success
60,Female,ISABELLE,COURMONT,Paris 14e  Arrondissement,75114,Capitale d'état,75,11,13,NA,success
25,Female,CHARLOTTE,COQUET,Saint-Germain-de-Prinçay,85220,Commune simple,85,52,4,1260,failure
32,Male,ALEXANDRE,HEBERT,Guesnain,59276,Commune simple,59,32,4,1290,failure
38,Male,FRÉDÉRIC,LUMEAU,Saint-Ouen-l'Aumône,95572,Chef-lieu canton,95,11,11,NA,success
18,Male,ARTHUR,DELMAS,L' Haÿ-les-Roses,94038,Sous-préfecture,94,11,10,NA,failure
23,Male,SOFIANE,BOURGEOIS,Biziat,01046,Commune simple,01,84,1,770,failure
88,Male,ADAM,HILPERT,Mérignac,33281,Chef-lieu canton,33,75,13,NA,failure
34,Female,STÉPHANIE,VUEZ,Auriac-du-Périgord,24018,Commune simple,24,75,3,12150,success
31,Female,MORGANE,TRAPET,Lyon 9e  Arrondissement,69389,Préfecture de région,69,84,6,1490,failure
24,Male,MICKAEL,WENDLING,Saint-Éloy-de-Gy,18206,Commune simple,18,24,7,1800,failure
25,Male,ALEXANDRE,POUJOL,Clichy,92024,Chef-lieu canton,92,11,2,1700,failure
37,Female,LAURETTE,BERNARD,Miribel-les-Échelles,38236,Commune simple,38,84,4,1580,success
77,Female,ELIANE,SLEIMAN,La Romagne,49260,Commune simple,49,52,13,NA,failure
72,Male,GABRIEL,CLAVREUL,Aigné,72001,Commune simple,72,52,13,NA,failure
22,Female,MAËLLA,DEBARD,Lieusaint,77251,Commune simple,77,11,10,NA,failure
36,Female,ANGELIQUE,SENE,Garat,16146,Commune simple,16,75,12,NA,success
27,Female,NELLY,PARISOT,Paris 14e  Arrondissement,75114,Capitale d'état,75,11,12,NA,failure
37,Male,MATHIEU,CLAUSE,Lauterbourg,67261,Chef-lieu canton,67,44,2,1680,success
30,Male,QUENTIN,LHORS,Conflans-Sainte-Honorine,78172,Chef-lieu canton,78,11,4,3e3,success
25,Male,PIERRE-LOUIS,FOUGEROUX,Créteil,94028,Préfecture,94,11,10,NA,failure
60,Female,CLAUDIE,LABONNE,Paris 14e  Arrondissement,75114,Capitale d'état,75,11,12,NA,success
55,Male,ALAIN,SIMON,Saint-Malo,35288,Sous-préfecture,35,53,12,NA,success
19,Female,CLÉMENCE,MAYER,Hondevilliers,77228,Commune simple,77,11,10,NA,failure
44,Female,LAURENCE,CALVET,Villepinte,93078,Chef-lieu canton,93,11,5,1530,success
55,Female,SYLVIE,CRESPIN,Vigneux-sur-Seine,91657,Chef-lieu canton,91,11,6,1370,success
29,Male,QUENTIN,LEVEL,Brest,29019,Sous-préfecture,29,53,11,NA,success
77,Female,NICOLE,AUDRAN,Ronchin,59507,Commune simple,59,32,13,NA,failure
59,Female,FRÉDÉRIQUE,MOLAS,Étaples,62318,Chef-lieu canton,62,32,12,NA,success
73,Male,JEAN,PEYLET,Guignes,77222,Commune simple,77,11,13,NA,failure
53,Female,MARIELLE,LEBARON,Sailhan,65384,Commune simple,65,76,5,1500,success
78,Female,JOSYANE,SORRET,Mérignac,33281,Chef-lieu canton,33,75,13,NA,failure
38,Female,CÉLINE,EL AMRAOUI,Juvignac,34123,Commune simple,34,76,4,1650,success
73,Female,LUCETTE,PROVOST,Saint-Barthélemy-de-Bussière,24381,Commune simple,24,75,13,NA,failure
77,Female,CHRISTIANE,MALLEY,Mandelieu-la-Napoule,06079,Chef-lieu canton,06,93,13,NA,failure
72,Male,ALEX,BERARD,Marignier,74164,Commune simple,74,84,13,NA,failure
58,Male,GEORGES,LACOURTY,Gyé-sur-Seine,10170,Commune simple,10,44,13,NA,success
58,Female,ROSEMARIE,BARRE,Rivedoux-Plage,17297,Commune simple,17,75,12,NA,success
31,Male,PIERRE,CHAMBON,L' Union,31561,Commune simple,31,76,2,4130,failure
69,Female,LILIANE,GEORGES,Saint-Benoît-de-Carmaux,81244,Commune simple,81,76,13,NA,failure
22,Female,ZOÉ,LEU,Saint-Germain-de-Lusignan,17339,Commune simple,17,75,7,1300,failure
29,Male,FABIEN,ANTOINE,Saint-Louis,68297,Commune simple,68,44,7,1410,failure
19,Male,AURÉLIEN,PIQUE,Riedisheim,68271,Commune simple,68,44,11,NA,failure
65,Male,PATRICK,CLEMENT,Chambéry,73065,Préfecture,73,84,6,1820,failure
68,Male,JEAN-PIERRE,LACAZE,Berry-au-Bac,02073,Commune simple,02,32,13,NA,failure
30,Female,ELISE,MAHE,Bruz,35047,Chef-lieu canton,35,53,3,2980,success
66,Male,JEAN,HOUTMANN,Chatou,78146,Chef-lieu canton,78,11,13,NA,failure
55,Female,VÉRONIQUE,LE BRIGAND,Fleury-Mérogis,91235,Commune simple,91,11,3,1550,success
61,Male,JOSEPH,RETOR,Laval,53130,Préfecture,53,52,12,NA,failure
37,Male,GÉRALD,CASSEZ,Bondoufle,91086,Commune simple,91,11,3,6880,success
39,Female,ELODY,TONDU,Bondoufle,91086,Commune simple,91,11,5,4270,success
81,Female,JEANNE,LECOCQ,Châtellerault,86066,Sous-préfecture,86,75,13,NA,failure
86,Female,MIREILLE,COUDENE,Canteleu,76157,Commune simple,76,28,13,NA,failure
92,Female,ROSE,RIVET,Lille,59350,Préfecture de région,59,32,13,NA,failure
61,Male,JEAN,OLLIVIER,Limeil-Brévannes,94044,Commune simple,94,11,4,2640,failure
36,Female,FATMA,CREACH,Givors,69091,Chef-lieu canton,69,84,5,1400,success
31,Female,AUDREY,HITSCH,Beuvry,62126,Commune simple,62,32,12,NA,success
19,Female,CAMILLE,BERNADEAU,Maisons-Laffitte,78358,Chef-lieu canton,78,11,12,NA,failure
24,Male,THOMAS,CHIRON,Blies-Guersviller,57093,Commune simple,57,44,7,1370,failure
36,Female,GAELLE,FONTAINE,Marseille 15e  Arrondissement,13215,Préfecture de région,13,93,6,1180,success
34,Female,ROSE-MARIE,LEPAROUX,Segonzac,16366,Chef-lieu canton,16,75,5,1560,success
41,Female,JULIE,LEMAITRE,Manneville-la-Goupil,76408,Commune simple,76,28,4,2210,success
68,Male,GÉRARD,LAUDOUEINEIX,Meung-sur-Loire,45203,Chef-lieu canton,45,24,13,NA,failure
66,Male,PIERRE,COSTE,Saint-Avold,57606,Chef-lieu canton,57,44,13,NA,failure
63,Male,SERGE,LEGRAS,Quimper,29232,Préfecture,29,53,13,NA,failure
21,Female,CAMILLE,LUCAS,Saint-Ouen-en-Belin,72306,Commune simple,72,52,6,1310,failure
44,Male,SAMUEL,SARTEUR,Villeneuve-la-Garenne,92078,Chef-lieu canton,92,11,7,1960,success
67,Male,RENÉ,DECHAMBRE,Aix-en-Provence,13001,Sous-préfecture,13,93,13,NA,failure
55,Male,PASCAL,BERNARD,Hazebrouck,59295,Chef-lieu canton,59,32,12,NA,success
17,Female,LORIE,DE KERSAUSON,Royan,17306,Chef-lieu canton,17,75,10,NA,failure
17,Male,JASON,ROYE,Olonne-sur-Mer,85166,Commune simple,85,52,10,NA,failure
42,Male,GÉRALD,BESCOND,Champigny-sur-Marne,94017,Chef-lieu canton,94,11,1,890,success
30,Male,MATHIEU,HORNY,Grenoble,38185,Préfecture,38,84,7,2010,failure
54,Female,MARIE-THÉRÈSE,JEGOUX,Dégagnac,46087,Commune simple,46,76,4,1800,success
29,Female,ANAÏS,BRADY,Wallers,59632,Commune simple,59,32,12,NA,success
70,Female,ANNE-MARIE,RICARD,Le Kremlin-Bicêtre,94043,Chef-lieu canton,94,11,13,NA,failure
17,Male,ELIE,EON,Villiers-le-Bel,95680,Chef-lieu canton,95,11,10,NA,failure
35,Male,FRÉDÉRIC,BEAUVOIS,Meursac,17232,Commune simple,17,75,2,2210,success
31,Male,PIERRE,PETIT,Paris 12e  Arrondissement,75112,Capitale d'état,75,11,6,1080,failure
22,Female,JULIE,NODIN,Montmédy,55351,Chef-lieu canton,55,44,12,NA,failure
46,Male,LAURENT,BAADACHE,Chartres,28085,Préfecture,28,24,8,1020,success
26,Female,MATHILDE,TERRAS,Le Touvet,38511,Chef-lieu canton,38,84,12,NA,failure
64,Male,JEAN-FRANÇOIS,CHARRIER,Mâron,36112,Commune simple,36,24,13,NA,failure
72,Female,PIERRETTE,BOUVET,Bastia,2B033,Préfecture,2B,94,13,NA,failure
34,Female,CATHERINE,LAROBE,Mirabel-aux-Baronnies,26182,Commune simple,26,84,4,3730,failure
65,Male,ALAIN,BRISELET,Grand-Camp,76318,Commune simple,76,28,13,NA,failure
41,Male,PEDRO,DUMOULIN,Verrières-le-Buisson,91645,Commune simple,91,11,3,2780,success
34,Female,NOEMIE,VOCANSON,La Verrière,78644,Commune simple,78,11,11,NA,success
59,Male,JEAN-CLAUDE,FRANCOIS,Pithiviers,45252,Sous-préfecture,45,24,4,1150,success
60,Male,ALAIN,SERICOLA,Mouzeil,44107,Commune simple,44,52,2,2040,failure
54,Female,ANNE-MARIE,DAMIEN,Brison-Saint-Innocent,73059,Commune simple,73,84,5,1270,success
24,Female,EDWIGE,MENDY,Toulouse,31555,Préfecture de région,31,76,10,NA,failure
33,Male,FABIEN,MOREAU,Belfort,90010,Préfecture,90,27,4,1700,failure
19,Female,LAURE,GOBERT,Saint-Mars-du-Désert,44179,Commune simple,44,52,10,NA,failure
30,Male,CYRIL,CLUZEL,Calais,62193,Sous-préfecture,62,32,7,2400,success
19,Male,JULIEN,RUMOR,Issoire,63178,Sous-préfecture,63,84,3,4320,failure
64,Female,CHRISTIANE,ROUILLET,Jonquières-Saint-Vincent,30135,Commune simple,30,76,13,NA,failure
69,Female,MARIE,GAUTHIER,Chaville,92022,Chef-lieu canton,92,11,13,NA,success
34,Female,SOPHIE,OLIVIER,L' Île-Saint-Denis,93039,Commune simple,93,11,11,NA,success
75,Female,JEANNINE,LHEUREUX,Villeneuve-la-Rivière,66228,Commune simple,66,76,13,NA,failure
66,Female,DOMINIQUE,TIQUET,Gondrecourt-le-Château,55215,Chef-lieu canton,55,44,13,NA,success
15,Female,TESSA,BERTHAUT,Bougé-Chambalud,38051,Commune simple,38,84,10,NA,failure
95,Male,MAURICE,ROUX,Sallanches,74256,Chef-lieu canton,74,84,13,NA,failure
42,Female,SYLVIE,LAURENT,Marseille 11e  Arrondissement,13211,Préfecture de région,13,93,12,NA,success
86,Female,AIMÉE,GATINE,Romorantin-Lanthenay,41194,Sous-préfecture,41,24,13,NA,failure
72,Female,MARIE-MICHELLE,SEQUIN,Bengy-sur-Craon,18027,Commune simple,18,24,13,NA,failure
25,Female,AMANDINE,BUFFET,Wisches,67543,Commune simple,67,44,4,4190,failure
67,Male,DANIEL,BARDIN,Vendôme,41269,Sous-préfecture,41,24,13,NA,failure
40,Male,JEAN-CHARLES,DUARTE,Saint-Lô,50502,Préfecture,50,28,4,1910,success
45,Male,JEAN-PHILIPPE,TRANCHANT,Anor,59012,Commune simple,59,32,8,1300,success
21,Male,ALEXIAN,DOS SANTOS,Saint-Herblain,44162,Chef-lieu canton,44,52,4,2470,failure
21,Male,LUCAS,DRONET,Lyon 3e  Arrondissement,69383,Préfecture de région,69,84,11,NA,failure
37,Male,QUENTIN,RIAZ,Eaunes,31165,Commune simple,31,76,5,1220,failure
30,Male,MAXIME,GUTIERREZ,Colombes,92025,Chef-lieu canton,92,11,7,1690,failure
41,Female,PAULINE,DUBLIN,Châtillon-sur-Chalaronne,01093,Chef-lieu canton,01,84,5,3600,success
68,Female,MARIE-ANTOINETTE,PUZENAT,Aix-en-Provence,13001,Sous-préfecture,13,93,13,NA,failure
79,Female,MAURICETTE,SAPHY,Lapalud,84064,Commune simple,84,93,13,NA,failure
81,Male,ANDRÉ,BAILLE,Lesneven,29124,Chef-lieu canton,29,53,13,NA,failure
20,Male,RAPHAËL,BOULON,Givors,69091,Chef-lieu canton,69,84,11,NA,failure
60,Male,MICHEL,BRETON,Hénin-Beaumont,62427,Chef-lieu canton,62,32,3,1690,success
30,Female,ALEXIA,ROHI,Marseille 9e  Arrondissement,13209,Préfecture de région,13,93,3,1990,failure
19,Male,CHARLES,NEGRIT,Lille,59350,Préfecture de région,59,32,12,NA,failure
40,Female,ISABELLE,TOME,Paris 16e  Arrondissement,75116,Capitale d'état,75,11,12,NA,success
55,Female,MYRIAM,HERRAULT,Mesnils-sur-Iton,27198,Chef-lieu canton,27,28,4,1590,success
55,Male,JOSEPH,MILLEREAU,Alençon,61001,Préfecture,61,28,7,3e3,failure
71,Female,MARTINE,CAVOUE,Ajaccio,2A004,Préfecture de région,2A,94,13,NA,failure
83,Female,ELISE,LEFRANCOIS,Saint-Nazaire,44184,Sous-préfecture,44,52,13,NA,failure
67,Male,DOMINIQUE,BONNAIRE,Strasbourg,67482,Préfecture de région,67,44,13,NA,failure
45,Female,CÉCILE,MEZIANE,Vaulx-en-Velin,69256,Chef-lieu canton,69,84,4,2040,success
27,Female,MANON,YAOU,Cleyzieu,01107,Commune simple,01,84,3,1960,failure
27,Female,ANA,MAZUREK,Courgis,89123,Commune simple,89,27,6,1190,failure
41,Male,GREGORY,TALBORDET,Bordeaux,33063,Préfecture de région,33,75,3,3630,success
64,Female,PATRICIA,BESSON-MOREAU,Touques,14699,Commune simple,14,28,13,NA,success
74,Female,MADELEINE,LE TIEC,Élancourt,78208,Commune simple,78,11,13,NA,failure
48,Male,FABRICE,HEUTTE,Saint-Amand-Montrond,18197,Sous-préfecture,18,24,12,NA,success
34,Female,SANDRINE,BAUDIN,Le Blanc-Mesnil,93007,Chef-lieu canton,93,11,2,1340,success
15,Female,NOEMIE,PLED,Sélestat,67462,Sous-préfecture,67,44,10,NA,failure
21,Male,THOMAS,RABILLER,Reuilly,36171,Commune simple,36,24,3,2420,failure
54,Male,MAURICE,RIETTE,Châteauneuf,42053,Commune simple,42,84,7,1160,success
53,Male,PATRICK,SERY,Hennebont,56083,Chef-lieu canton,56,53,12,NA,success
29,Female,ANNE,VERRECCHIA,Rillieux-la-Pape,69286,Chef-lieu canton,69,84,4,1640,failure
66,Female,PATRICIA,GREGOIRE,Cagnes-sur-Mer,06027,Chef-lieu canton,06,93,13,NA,failure
38,Female,VIRGINIE,FRANCOIS,Roubia,11324,Commune simple,11,76,5,1900,success
78,Female,ELIANE,TARNAUD,Paris 18e  Arrondissement,75118,Capitale d'état,75,11,13,NA,failure
21,Female,LAURA,FAVET,Marseille 11e  Arrondissement,13211,Préfecture de région,13,93,11,NA,failure
44,Female,MAUD,ROUICHI,Bayard-sur-Marne,52265,Commune simple,52,44,12,NA,success
33,Female,ZINEB,RHANEM,Chorges,05040,Chef-lieu canton,05,93,6,1250,success
68,Male,BERTRAND,BRAULT,Marseille 13e  Arrondissement,13213,Préfecture de région,13,93,13,NA,failure
76,Male,MICHEL,BOILLET,Toulon,83137,Préfecture,83,93,13,NA,failure
68,Female,ODETTE,HAROUTIOUNIAN,Guiseniers,27307,Commune simple,27,28,13,NA,success
43,Female,ÉLISE,WOLFF,Épinay-sur-Seine,93031,Chef-lieu canton,93,11,4,1770,success
47,Female,ANNE,HERMAN,Arras,62041,Préfecture,62,32,7,1430,success
75,Female,ANNE-MARIE,BONNET,Bourges,18033,Préfecture,18,24,13,NA,failure
27,Female,MANON,HAJJI,Paris 20e  Arrondissement,75120,Capitale d'état,75,11,4,1600,failure
33,Male,JONATHAN,BUBBE,Marseille 5e  Arrondissement,13205,Préfecture de région,13,93,3,5180,failure
66,Male,CHRISTIAN,FRANCOLON,Guyancourt,78297,Commune simple,78,11,13,NA,failure
22,Male,JOHAN,PLASTRE,Meauzac,82108,Commune simple,82,76,10,NA,failure
51,Male,LAURENT,LE DRUILLENEC,Herblay,95306,Chef-lieu canton,95,11,7,1380,success
24,Male,CEDRIC,PRADEL,Rambouillet,78517,Sous-préfecture,78,11,11,NA,failure
34,Female,JOANNA,MOURIN,Saint-Brieuc,22278,Préfecture,22,53,11,NA,success
67,Female,ANNE-MARIE,CARAFRAY,Vandœuvre-lès-Nancy,54547,Chef-lieu canton,54,44,13,NA,success
41,Female,OUASSILA,HATE,Coquainvilliers,14177,Commune simple,14,28,5,1420,success
45,Female,MIREILLE,CARON,Saint-Laurent-du-Var,06123,Chef-lieu canton,06,93,4,5420,success
82,Female,YVONNE,CONSTANT,Sainte-Croix,02675,Commune simple,02,32,13,NA,failure
63,Female,JACQUELINE,BASCUNANA,Paris 11e  Arrondissement,75111,Capitale d'état,75,11,13,NA,success
54,Male,PIERRE,CZARNYNOGA,Saint-Georges-sur-Moulon,18211,Commune simple,18,24,11,NA,success
58,Female,ISABELLE,GOTTERO,Beaucouzé,49020,Commune simple,49,52,4,1270,success
57,Female,HÉLÈNE,REGEL,Boulogne-Billancourt,92012,Sous-préfecture,92,11,12,NA,success
54,Male,OLIVIER,CARRICO,Champagne-au-Mont-d'Or,69040,Commune simple,69,84,3,3480,success
65,Male,JEAN-MARC,SAINT-ELOI,Clermont-Ferrand,63113,Préfecture de région,63,84,12,NA,failure
17,Female,MEI-LIN,LEGROS,Biscarrosse,40046,Commune simple,40,75,10,NA,failure
67,Female,BÉATRICE,MARCHINI,Carnoules,83033,Commune simple,83,93,7,1470,failure
40,Female,AUDE,CANDERATZ,Brie-Comte-Robert,77053,Chef-lieu canton,77,11,5,1330,success
58,Male,FRÉDÉRIC,PAGET,Grasse,06069,Sous-préfecture,06,93,2,3050,success
23,Female,MARINE,RATEL,Quimperlé,29233,Chef-lieu canton,29,53,4,1440,failure
27,Male,THIBAULT,ORIOL,Villeneuve-Saint-Georges,94078,Chef-lieu canton,94,11,5,2530,failure
32,Female,FANNY,CAPARROS,Mérilheu,65310,Commune simple,65,76,3,1770,success
28,Female,JOHANNA,PAPAGNO,Saint-Antoine-de-Breuilh,24370,Commune simple,24,75,4,1820,failure
60,Female,FRANÇOISE,LEPINE,Saint-Denis,93066,Sous-préfecture,93,11,13,NA,success
55,Male,MAURICE,BLOND,Thiron-Gardais,28387,Chef-lieu canton,28,24,12,NA,success
59,Female,MARIANNE,RIANDIERE,Gordes,84050,Chef-lieu canton,84,93,4,1580,success
81,Male,RENÉ,BOULAY,La Madeleine,59368,Commune simple,59,32,13,NA,failure
61,Female,EVELYNE,REVILLIOD,Saint-Berthevin,53201,Chef-lieu canton,53,52,13,NA,success
23,Male,YANN,LALLOZ,Béziers,34032,Sous-préfecture,34,76,12,NA,failure
16,Female,MATHILDE,BERNARD,Vaulx-en-Velin,69256,Chef-lieu canton,69,84,10,NA,failure
72,Male,JEAN,CHAUVEL,Waziers,59654,Commune simple,59,32,13,NA,failure
68,Male,MICHEL,CANTREL,Pessac,33318,Chef-lieu canton,33,75,13,NA,failure
60,Male,PATRICK,DESSOIT,Beauregard-Vendon,63035,Commune simple,63,84,7,2740,failure
44,Male,GAEL,COTTIN,La Garenne-Colombes,92035,Chef-lieu canton,92,11,2,2110,success
46,Male,SERGE,BARBIER,Gramat,46128,Chef-lieu canton,46,76,6,2530,success
66,Male,MICHEL,ANDRE,Bouquetot,27102,Commune simple,27,28,13,NA,failure
62,Female,FRÉDÉRIQUE,BANSARD,Céret,66049,Sous-préfecture,66,76,13,NA,success
81,Male,CLAUDE,JAMIN,La Brûlatte,53045,Commune simple,53,52,13,NA,failure
82,Male,ALAIN,LOUAT,Marseillan,34150,Commune simple,34,76,13,NA,failure
22,Male,CELIO,HURTAUD,Zeinheim,67556,Commune simple,67,44,2,1340,failure
35,Male,PIERRE,BOISSEAUX,Carcassonne,11069,Préfecture,11,76,3,4910,failure
48,Male,OLIVIER,GARET,Hendaye,64260,Chef-lieu canton,64,75,12,NA,success
29,Female,AURÉLIE,DUBOIS,Cahors,46042,Préfecture,46,76,8,1250,failure
64,Female,JOËLLE,VARRIERAS,Lunel,34145,Chef-lieu canton,34,76,13,NA,failure
58,Female,HOURIA,LANDREVY,Quevilloncourt,54442,Commune simple,54,44,6,1760,success
16,Male,ESTEBAN,CASIMIR,Geneuille,25265,Commune simple,25,27,10,NA,failure
57,Female,MIREILLE,BARROIS,Somain,59574,Commune simple,59,32,6,1860,success
67,Male,PATRICK,MONSEGU,Limoges,87085,Préfecture de région,87,75,13,NA,failure
79,Male,MICHEL,ZIEGLER,Brest,29019,Sous-préfecture,29,53,13,NA,success
44,Male,EMMANUEL,HONNAY,Orée d'Anjou,49069,Chef-lieu canton,49,52,7,1370,success
37,Male,JULIEN,CHAVE,Laval,53130,Préfecture,53,52,8,1270,success
20,Male,QUENTIN,CHARDONNERET,Toulouse,31555,Préfecture de région,31,76,10,NA,failure
67,Female,CHRISTIANE,FACHAUX,Corbas,69273,Commune simple,69,84,13,NA,failure
